study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
3,81,5,8,8,54.62,68.61,Not Placed
2,51,4,10,2,93.07,56.47,Not Placed
1,86,8,2,2,39.42,61.45,Not Placed
3,70,5,4,3,66.73,60.99,Not Placed
2,51,8,3,3,35.29,64.3,Not Placed
2,49,5,10,7,56.51,67.53,Not Placed
5,54,5,7,4,57.13,38.96,Not Placed
10,40,4,3,1,39.03,60.14,Not Placed
1,43,9,9,10,58.23,66.65,Not Placed
9,75,4,9,0,38.46,65.07,Not Placed
2,43,4,9,10,84.33,53.47,Not Placed
3,67,7,10,10,78.03,68.35,Not Placed
5,44,5,10,1,39.44,42.17,Not Placed
6,86,4,5,1,55.26,68.1,Not Placed
4,77,4,9,3,38.49,37.32,Not Placed
1,64,5,10,7,63.38,47.98,Not Placed
10,41,5,7,0,43.08,70.0,Not Placed
4,55,5,3,3,35.15,51.88,Not Placed
2,48,7,6,8,70.4,70.0,Not Placed
1,96,5,10,7,78.88,64.75,Not Placed
7,74,4,10,1,37.6,51.17,Not Placed
4,49,6,9,1,48.38,56.52,Not Placed
5,72,5,4,7,44.78,55.97,Not Placed
5,98,7,10,10,51.6,66.28,Not Placed
4,62,6,10,10,59.32,64.35,Not Placed
4,89,9,3,0,35.23,66.29,Not Placed
6,72,7,7,2,53.49,66.76,Not Placed
3,52,8,3,1,46.0,34.37,Not Placed
2,63,9,4,5,50.19,62.77,Not Placed
2,55,4,3,4,69.74,52.48,Not Placed
1,79,5,6,10,41.56,61.65,Not Placed
1,56,8,1,3,61.36,42.79,Not Placed
2,47,4,1,3,75.97,67.22,Not Placed
2,49,5,10,8,56.85,67.0,Not Placed
5,42,4,8,3,64.94,58.79,Not Placed
2,75,4,3,1,64.52,53.67,Not Placed
7,53,4,10,0,72.31,58.51,Not Placed
3,42,6,5,10,51.58,69.76,Not Placed
1,61,5,5,1,43.55,55.54,Not Placed
3,78,7,10,4,53.41,65.5,Not Placed
10,56,6,6,0,59.29,60.76,Not Placed
4,70,4,9,0,67.58,59.07,Not Placed
1,47,5,9,1,54.9,47.3,Not Placed
2,45,7,10,5,46.8,52.25,Not Placed
4,90,6,1,0,59.28,66.53,Not Placed
1,52,8,6,1,52.18,66.82,Not Placed
2,84,4,7,7,36.35,60.13,Not Placed
3,49,5,7,4,49.62,50.04,Not Placed
1,66,7,4,6,55.18,61.14,Not Placed
5,55,8,10,5,53.78,58.27,Not Placed
2,76,9,10,5,47.29,61.55,Not Placed
3,53,6,8,5,72.57,66.94,Not Placed
5,52,5,9,3,53.26,64.84,Not Placed
1,60,4,1,7,55.13,50.49,Not Placed
6,45,5,6,3,66.09,70.0,Not Placed
5,85,5,5,10,54.65,68.57,Not Placed
2,84,5,5,10,53.67,65.4,Not Placed
3,72,9,10,1,78.05,67.83,Not Placed
6,86,5,10,3,80.43,66.16,Not Placed
7,42,9,1,9,36.46,65.21,Not Placed
7,55,4,7,10,42.7,62.97,Not Placed
4,76,8,10,1,47.54,62.07,Not Placed
3,68,8,10,1,66.11,67.63,Not Placed
6,42,5,10,3,90.96,64.89,Not Placed
7,43,9,10,4,80.47,68.73,Not Placed
5,58,8,4,5,43.86,65.53,Not Placed
2,45,7,7,2,79.16,50.19,Not Placed
1,80,6,7,7,47.03,52.16,Not Placed
6,42,5,9,7,78.45,62.59,Not Placed
2,51,8,3,3,35.26,65.25,Not Placed
2,51,6,10,7,88.25,70.0,Not Placed
4,74,5,4,5,89.24,68.2,Not Placed
2,42,9,2,10,62.47,63.35,Not Placed
3,47,5,6,3,43.19,51.06,Not Placed
5,67,6,6,0,35.0,66.22,Not Placed
2,45,9,9,10,65.62,61.67,Not Placed
2,88,9,6,0,48.59,63.09,Not Placed
1,75,5,7,6,45.18,54.8,Not Placed
1,53,9,3,0,82.8,58.98,Not Placed
3,82,6,4,10,63.73,66.12,Not Placed
1,90,4,8,10,69.0,65.68,Not Placed
4,82,5,1,0,72.73,62.0,Not Placed
6,86,5,10,3,79.75,67.48,Not Placed
3,58,4,1,4,72.41,59.84,Not Placed
6,73,7,7,2,51.9,66.85,Not Placed
4,50,5,8,4,89.57,63.67,Not Placed
1,70,5,3,8,37.53,62.73,Not Placed
8,65,7,5,0,38.59,59.94,Not Placed
1,53,5,6,10,56.74,69.83,Not Placed
1,57,5,10,10,42.8,46.1,Not Placed
1,49,6,7,10,37.31,68.93,Not Placed
1,90,7,1,4,39.01,54.66,Not Placed
2,56,7,5,3,52.7,56.95,Not Placed
3,56,9,9,10,72.75,59.55,Not Placed
3,50,9,10,10,90.54,66.5,Not Placed
1,84,4,4,10,41.3,68.6,Not Placed
6,40,6,10,7,49.52,61.88,Not Placed
6,52,9,5,0,60.5,65.31,Not Placed
3,58,6,1,1,40.0,58.58,Not Placed
2,68,5,3,10,50.57,62.21,Not Placed
5,43,4,8,2,63.19,40.4,Not Placed
2,68,9,8,10,37.27,62.64,Not Placed
3,40,9,5,7,54.78,61.73,Not Placed
1,78,8,2,10,54.91,59.3,Not Placed
2,42,4,7,10,45.99,63.16,Not Placed
2,83,5,7,10,45.63,57.74,Not Placed
1,56,6,6,10,78.83,64.91,Not Placed
2,44,7,8,10,51.28,60.55,Not Placed
9,66,6,5,2,61.49,63.88,Not Placed
6,64,5,3,2,42.57,63.49,Not Placed
4,40,6,3,10,36.01,61.4,Not Placed
1,55,7,7,2,54.01,68.06,Not Placed
2,65,8,10,10,51.26,67.13,Not Placed
5,62,4,10,0,63.57,52.75,Not Placed
4,98,4,2,3,59.34,65.85,Not Placed
4,69,5,9,0,83.24,61.04,Not Placed
3,79,4,9,10,38.62,66.83,Not Placed
2,45,7,7,2,80.93,49.37,Not Placed
2,92,4,4,2,43.71,67.04,Not Placed
2,48,7,2,3,63.41,60.94,Not Placed
1,82,4,6,8,35.35,60.88,Not Placed
1,78,6,9,10,38.44,68.5,Not Placed
2,45,9,6,5,88.56,69.71,Not Placed
3,40,5,4,9,36.72,59.36,Not Placed
1,88,4,7,0,51.38,70.0,Not Placed
5,55,6,10,9,53.83,68.01,Not Placed
2,66,8,10,3,57.44,63.34,Not Placed
2,68,7,3,8,46.75,50.38,Not Placed
1,82,9,3,6,40.75,56.25,Not Placed
4,51,9,6,10,45.19,67.56,Not Placed
6,43,4,10,3,84.12,69.2,Not Placed
7,45,4,5,10,45.6,67.38,Not Placed
2,74,5,1,1,38.49,65.3,Not Placed
3,54,6,10,10,50.72,61.05,Not Placed
1,46,6,10,9,81.54,48.26,Not Placed
9,60,5,8,0,43.8,62.86,Not Placed
10,58,4,10,2,48.76,69.19,Not Placed
3,98,6,10,0,48.33,65.62,Not Placed
1,56,5,7,9,35.0,44.94,Not Placed
2,68,7,10,4,76.18,54.77,Not Placed
3,44,6,3,9,68.32,50.57,Not Placed
2,42,8,7,4,69.44,63.62,Not Placed
1,42,4,4,10,73.61,70.0,Not Placed
7,44,6,10,2,58.21,67.61,Not Placed
3,55,5,10,4,37.76,37.55,Not Placed
4,56,5,6,3,49.46,59.08,Not Placed
4,70,6,1,10,36.3,67.24,Not Placed
2,45,4,3,10,42.4,63.04,Not Placed
3,73,5,10,4,79.21,62.61,Not Placed
4,42,9,1,0,35.79,50.2,Not Placed
2,75,8,9,3,69.11,59.79,Not Placed
1,66,8,9,7,54.74,39.47,Not Placed
4,48,4,5,3,71.41,64.36,Not Placed
1,50,5,10,10,47.26,43.78,Not Placed
3,48,5,9,6,55.35,45.91,Not Placed
1,68,7,7,10,40.08,51.31,Not Placed
4,78,4,10,6,52.28,63.65,Not Placed
1,91,5,1,3,58.18,64.69,Not Placed
3,90,7,4,5,37.11,68.25,Not Placed
7,41,8,10,4,66.24,63.73,Not Placed
2,74,8,5,3,49.65,41.65,Not Placed
5,56,9,9,2,73.32,67.43,Not Placed
3,77,7,10,4,53.55,66.62,Not Placed
1,75,5,5,7,61.67,49.72,Not Placed
1,94,7,1,4,40.95,54.39,Not Placed
1,90,5,10,6,37.47,53.4,Not Placed
1,41,6,9,7,70.62,52.39,Not Placed
9,44,6,8,1,53.55,65.02,Not Placed
2,89,4,5,5,36.44,64.88,Not Placed
3,41,5,2,7,70.6,56.87,Not Placed
4,89,4,8,10,39.61,55.01,Not Placed
5,44,4,8,10,35.65,55.35,Not Placed
7,44,5,10,4,54.28,60.36,Not Placed
3,94,7,2,0,41.99,53.27,Not Placed
5,51,5,9,3,53.15,64.28,Not Placed
7,80,5,10,0,89.89,66.08,Not Placed
2,44,4,10,0,47.85,48.01,Not Placed
3,53,4,4,10,73.43,68.93,Not Placed
6,68,6,4,3,56.35,63.76,Not Placed
2,94,6,10,1,57.35,66.29,Not Placed
7,81,4,8,1,54.47,61.89,Not Placed
4,89,5,7,10,70.1,58.31,Not Placed
7,48,6,5,3,44.16,70.0,Not Placed
7,63,7,9,8,38.28,69.41,Not Placed
1,45,6,7,0,37.35,50.19,Not Placed
1,68,5,4,10,46.57,60.57,Not Placed
2,55,4,10,10,50.94,55.92,Not Placed
1,55,7,3,4,87.87,60.33,Not Placed
2,65,6,5,9,37.8,69.75,Not Placed
1,40,8,8,7,47.76,65.69,Not Placed
9,77,7,10,4,41.97,61.25,Not Placed
5,55,5,7,4,57.41,39.02,Not Placed
3,86,4,8,4,86.18,67.51,Not Placed
4,78,4,3,1,66.3,52.27,Not Placed
1,43,6,5,6,71.38,57.52,Not Placed
2,71,7,9,4,42.96,39.7,Not Placed
2,78,8,6,3,60.54,57.17,Not Placed
2,57,5,4,8,44.64,68.85,Not Placed
3,90,7,7,1,67.49,63.85,Not Placed
2,59,5,6,8,46.54,54.68,Not Placed
7,53,9,6,4,46.2,58.26,Not Placed
4,41,9,9,0,45.62,61.7,Not Placed
1,58,7,2,9,39.61,56.55,Not Placed
2,46,7,1,3,67.62,66.21,Not Placed
2,99,8,9,2,60.16,51.11,Not Placed
2,52,8,8,10,53.28,64.55,Not Placed
3,85,8,10,1,80.4,63.86,Not Placed
7,78,5,9,0,83.5,67.02,Not Placed
3,69,4,1,3,53.85,69.09,Not Placed
2,52,4,7,10,46.11,51.29,Not Placed
1,67,5,4,10,45.72,60.31,Not Placed
7,69,8,1,0,54.74,62.02,Not Placed
2,44,9,6,5,87.98,69.96,Not Placed
6,44,5,9,7,78.1,61.15,Not Placed
4,71,4,10,0,41.13,61.18,Not Placed
4,83,7,9,0,59.5,62.69,Not Placed
3,74,5,1,3,51.71,68.19,Not Placed
1,51,5,10,10,47.59,43.59,Not Placed
7,40,8,10,4,67.71,63.03,Not Placed
1,45,9,10,1,65.4,58.28,Not Placed
2,66,7,4,10,43.69,66.59,Not Placed
1,68,7,10,10,59.11,63.86,Not Placed
1,62,4,7,10,87.4,64.55,Not Placed
1,55,4,7,10,38.2,57.27,Not Placed
4,65,5,5,1,73.68,60.31,Not Placed
1,81,4,2,0,71.13,62.11,Not Placed
1,94,7,3,10,46.72,66.99,Not Placed
3,89,4,7,6,68.24,57.92,Not Placed
1,45,4,2,3,70.68,59.16,Not Placed
7,50,6,9,0,39.82,61.46,Not Placed
9,56,8,5,8,41.15,68.49,Not Placed
4,50,5,10,2,66.25,50.33,Not Placed
3,70,8,9,3,43.59,66.11,Not Placed
3,94,4,3,2,45.11,68.21,Not Placed
1,76,9,1,4,49.23,53.07,Not Placed
6,52,9,5,0,60.46,65.67,Not Placed
5,62,6,9,1,37.43,47.65,Not Placed
6,47,5,8,0,35.15,47.67,Not Placed
2,92,4,4,2,44.37,66.94,Not Placed
2,86,6,10,10,41.1,53.26,Not Placed
3,87,4,8,4,86.54,67.55,Not Placed
2,40,8,7,6,39.26,54.21,Not Placed
1,75,4,9,10,52.93,62.78,Not Placed
1,57,5,10,10,41.19,45.54,Not Placed
2,68,6,10,8,62.22,56.63,Not Placed
2,70,8,6,0,85.07,63.91,Not Placed
1,98,4,7,8,39.32,69.07,Not Placed
5,74,6,8,10,66.79,63.83,Not Placed
4,61,5,9,0,67.17,67.76,Not Placed
6,55,8,8,10,37.23,64.06,Not Placed
5,40,9,10,0,45.39,54.18,Not Placed
3,94,4,3,2,45.01,69.6,Not Placed
3,53,6,10,10,38.98,67.38,Not Placed
2,89,5,1,1,71.78,65.64,Not Placed
4,46,4,7,6,44.41,60.56,Not Placed
5,44,5,9,6,35.06,56.25,Not Placed
1,66,6,5,3,51.26,37.08,Not Placed
4,40,4,4,8,59.2,49.5,Not Placed
2,83,6,5,7,51.05,65.42,Not Placed
1,75,5,7,6,43.85,54.67,Not Placed
8,42,7,1,8,37.86,60.06,Not Placed
3,90,7,10,5,40.58,59.31,Not Placed
2,47,8,10,7,41.49,52.85,Not Placed
2,61,5,10,7,37.95,60.35,Not Placed
5,91,5,1,0,49.66,69.13,Not Placed
3,71,8,2,3,35.9,63.28,Not Placed
1,91,5,4,10,37.59,46.47,Not Placed
1,57,7,9,10,63.15,69.4,Not Placed
5,80,5,7,5,43.56,51.59,Not Placed
4,62,4,9,6,48.94,66.54,Not Placed
7,49,4,9,6,74.87,66.14,Not Placed
1,85,4,4,10,41.51,68.61,Not Placed
6,71,6,10,1,44.43,63.02,Not Placed
2,66,4,2,8,51.95,68.59,Not Placed
7,47,8,6,4,44.29,64.83,Not Placed
1,51,4,3,1,50.7,37.54,Not Placed
8,52,5,4,3,44.03,54.46,Not Placed
1,55,9,5,4,35.83,35.52,Not Placed
7,53,9,6,4,45.66,58.12,Not Placed
3,67,4,1,3,55.83,69.38,Not Placed
1,94,4,10,10,58.57,62.78,Not Placed
4,44,5,5,10,57.72,63.04,Not Placed
3,45,8,6,6,81.85,66.94,Not Placed
7,86,5,10,3,52.85,64.25,Not Placed
1,56,8,9,0,71.88,63.89,Not Placed
1,43,7,8,10,50.07,54.99,Not Placed
1,68,5,4,10,47.43,60.8,Not Placed
4,66,6,9,5,38.87,65.16,Not Placed
7,58,8,9,10,47.43,65.95,Not Placed
1,77,9,7,1,71.06,63.51,Not Placed
4,55,6,4,4,54.4,64.88,Not Placed
2,43,7,10,1,60.41,42.37,Not Placed
6,65,6,3,2,40.27,58.71,Not Placed
5,87,5,5,8,45.54,64.28,Not Placed
1,46,4,5,10,55.87,68.85,Not Placed
3,88,4,7,6,69.1,57.13,Not Placed
3,65,7,10,10,77.6,68.72,Not Placed
3,40,9,5,7,55.46,62.88,Not Placed
2,98,8,9,2,59.62,51.11,Not Placed
8,41,6,10,8,84.21,69.98,Not Placed
7,48,7,4,5,36.45,62.86,Not Placed
5,68,6,7,5,52.57,57.38,Not Placed
2,40,8,2,6,58.95,68.47,Not Placed
1,52,4,3,2,52.54,38.43,Not Placed
2,60,8,9,2,75.76,54.47,Not Placed
2,63,6,3,0,87.64,66.24,Not Placed
6,59,8,10,1,65.94,63.8,Not Placed
1,55,5,5,10,54.28,55.5,Not Placed
5,77,9,8,2,43.84,54.65,Not Placed
5,54,4,9,1,50.07,62.1,Not Placed
1,46,4,5,10,55.63,69.07,Not Placed
3,89,4,10,0,53.19,50.71,Not Placed
4,62,7,9,8,42.64,62.5,Not Placed
2,95,8,5,1,53.23,50.69,Not Placed
4,40,9,10,7,51.3,62.56,Not Placed
3,61,7,10,2,49.17,42.94,Not Placed
7,45,9,6,5,52.21,66.97,Not Placed
2,69,5,9,8,45.79,59.85,Not Placed
5,83,7,7,0,62.64,69.79,Not Placed
3,72,7,10,3,35.03,61.72,Not Placed
2,64,8,10,3,57.66,63.96,Not Placed
3,53,6,10,10,37.05,66.83,Not Placed
6,69,4,9,2,55.72,66.38,Not Placed
1,51,6,3,10,38.56,49.39,Not Placed
2,47,6,3,8,67.51,67.14,Not Placed
7,48,5,7,1,45.6,66.8,Not Placed
7,50,4,9,6,75.03,66.72,Not Placed
3,77,6,6,0,35.0,53.88,Not Placed
3,83,6,7,5,40.86,69.87,Not Placed
1,46,8,7,10,72.53,66.85,Not Placed
6,66,6,4,1,36.36,64.33,Not Placed
6,53,6,3,5,68.57,64.63,Not Placed
4,78,6,9,6,35.92,63.94,Not Placed
5,45,5,8,3,81.0,64.02,Not Placed
1,83,6,10,10,58.76,66.69,Not Placed
6,68,5,10,5,44.86,65.96,Not Placed
2,46,9,6,10,67.84,50.56,Not Placed
3,62,7,4,3,52.61,41.72,Not Placed
2,62,9,1,6,72.65,68.75,Not Placed
2,62,8,10,10,39.22,60.16,Not Placed
1,64,8,5,5,37.88,39.33,Not Placed
2,51,7,7,5,46.52,49.46,Not Placed
6,44,8,9,3,57.93,63.65,Not Placed
1,45,4,6,0,61.82,39.57,Not Placed
1,43,8,6,2,82.72,61.34,Not Placed
7,76,4,10,0,35.75,50.29,Not Placed
1,62,9,8,1,64.41,61.14,Not Placed
7,44,8,4,6,55.36,66.98,Not Placed
4,55,8,8,10,52.48,67.68,Not Placed
2,93,4,10,10,43.87,61.75,Not Placed
3,84,6,6,1,39.75,44.08,Not Placed
1,43,6,5,6,72.92,56.58,Not Placed
1,50,4,4,4,58.5,58.95,Not Placed
2,40,8,2,6,58.33,68.89,Not Placed
5,71,7,10,1,80.4,56.67,Not Placed
9,43,6,10,7,70.5,69.35,Not Placed
1,54,8,2,2,77.2,66.09,Not Placed
7,43,8,5,5,46.01,67.38,Not Placed
6,78,6,4,6,51.61,65.91,Not Placed
1,53,5,6,10,38.68,60.26,Not Placed
4,55,8,9,0,56.33,49.65,Not Placed
6,46,8,10,5,42.31,66.32,Not Placed
2,62,9,1,6,71.81,68.84,Not Placed
5,64,6,9,1,36.19,46.84,Not Placed
4,67,5,9,0,82.6,61.15,Not Placed
1,71,8,9,8,64.95,54.27,Not Placed
4,47,4,5,10,64.94,69.7,Not Placed
10,60,4,10,2,49.48,69.67,Not Placed
5,75,4,9,1,61.46,63.41,Not Placed
7,84,5,10,3,51.99,63.38,Not Placed
4,42,6,2,1,35.0,56.34,Not Placed
3,43,8,10,10,58.48,60.78,Not Placed
6,42,6,8,2,50.09,65.08,Not Placed
2,48,7,6,8,70.48,69.8,Not Placed
5,46,5,9,8,43.85,61.06,Not Placed
2,93,4,4,2,44.4,67.71,Not Placed
1,97,8,8,1,66.55,60.14,Not Placed
3,76,5,4,1,76.52,68.65,Not Placed
1,50,6,7,10,37.61,68.1,Not Placed
1,59,4,1,7,56.62,49.93,Not Placed
2,62,5,10,7,70.09,64.42,Not Placed
9,49,4,5,3,35.87,60.06,Not Placed
4,61,5,10,6,84.87,69.28,Not Placed
4,46,5,9,9,87.21,62.2,Not Placed
3,65,6,10,7,50.64,58.93,Not Placed
3,98,4,3,3,45.01,66.62,Not Placed
7,45,5,7,2,39.76,54.82,Not Placed
6,80,4,4,2,35.84,69.31,Not Placed
3,95,5,10,2,54.11,40.11,Not Placed
3,69,4,10,5,84.54,50.26,Not Placed
1,74,9,4,0,86.47,64.53,Not Placed
3,64,9,10,0,53.75,46.69,Not Placed
3,65,4,3,3,78.8,55.42,Not Placed
3,72,6,5,3,57.03,55.96,Not Placed
3,41,6,2,4,70.25,52.03,Not Placed
4,40,9,9,0,43.33,61.17,Not Placed
4,64,4,5,10,45.77,65.16,Not Placed
3,61,6,10,2,37.23,57.19,Not Placed
5,45,4,8,10,36.75,55.25,Not Placed
5,92,6,10,0,63.06,63.96,Not Placed
3,62,6,10,10,68.38,65.62,Not Placed
3,81,6,8,5,48.16,57.81,Not Placed
4,92,7,9,0,66.77,54.12,Not Placed
5,58,8,10,5,74.6,60.18,Not Placed
1,44,4,1,10,50.04,66.7,Not Placed
3,61,4,5,8,49.3,67.28,Not Placed
1,64,8,5,5,38.27,40.41,Not Placed
2,57,4,3,6,57.69,65.45,Not Placed
7,43,5,10,7,85.9,70.0,Not Placed
5,62,9,6,10,36.82,67.97,Not Placed
5,68,6,6,0,35.0,65.59,Not Placed
2,72,7,9,4,41.26,40.24,Not Placed
1,44,9,9,10,55.78,67.54,Not Placed
1,97,7,8,4,48.26,57.52,Not Placed
3,76,8,10,6,36.59,63.79,Not Placed
3,44,9,7,7,49.71,67.49,Not Placed
1,88,8,10,1,35.05,67.1,Not Placed
1,92,6,6,4,41.72,63.97,Not Placed
3,48,9,9,10,37.77,65.57,Not Placed
1,71,5,5,10,47.74,57.63,Not Placed
1,76,9,1,4,48.97,52.47,Not Placed
1,98,5,3,10,36.02,55.37,Not Placed
8,77,6,7,6,39.26,68.27,Not Placed
2,46,4,10,0,47.94,47.85,Not Placed
2,59,8,6,5,51.76,67.94,Not Placed
1,46,4,5,10,57.0,68.42,Not Placed
4,74,4,1,4,64.52,57.71,Not Placed
2,60,5,5,3,56.93,66.27,Not Placed
3,82,9,6,3,51.7,63.35,Not Placed
1,61,7,10,6,35.82,47.46,Not Placed
1,71,9,7,2,78.58,61.02,Not Placed
11,71,7,8,3,41.24,65.76,Not Placed
4,56,4,7,1,54.27,57.82,Not Placed
6,46,6,7,1,55.5,69.16,Not Placed
3,56,6,8,4,36.54,52.38,Not Placed
4,53,8,8,10,52.06,67.1,Not Placed
1,62,4,2,10,80.29,64.51,Not Placed
2,89,4,5,5,36.21,63.87,Not Placed
7,45,7,6,10,46.94,62.61,Not Placed
3,54,6,6,10,46.25,53.19,Not Placed
7,58,8,9,10,47.82,66.25,Not Placed
4,61,5,3,10,35.41,69.64,Not Placed
2,59,4,10,0,38.35,31.73,Not Placed
1,70,7,10,2,63.38,44.07,Not Placed
1,56,5,10,10,57.59,57.72,Not Placed
3,74,5,1,3,51.61,69.33,Not Placed
4,47,4,5,3,35.72,59.59,Not Placed
3,42,5,2,7,71.56,56.71,Not Placed
1,82,4,5,10,38.59,63.55,Not Placed
1,81,5,10,6,37.56,46.79,Not Placed
5,43,4,10,6,77.22,58.48,Not Placed
10,44,6,10,10,37.17,65.94,Not Placed
2,71,7,9,4,41.72,39.54,Not Placed
6,54,5,3,5,64.88,68.79,Not Placed
6,51,5,4,2,75.29,57.83,Not Placed
2,53,4,5,4,41.19,49.52,Not Placed
9,41,4,10,3,56.0,67.39,Not Placed
1,41,9,9,6,57.91,57.01,Not Placed
4,77,6,7,6,51.33,66.4,Not Placed
5,43,5,10,1,39.76,42.31,Not Placed
10,52,4,4,1,39.8,58.83,Not Placed
2,70,6,3,5,56.96,46.71,Not Placed
2,54,4,3,4,70.07,51.95,Not Placed
1,62,8,6,10,45.67,49.98,Not Placed
1,56,5,8,8,43.45,56.98,Not Placed
5,90,5,7,8,38.7,61.36,Not Placed
1,50,5,8,10,52.63,62.02,Not Placed
1,55,6,7,10,35.0,67.56,Not Placed
1,83,4,4,10,41.74,67.87,Not Placed
5,44,4,3,0,66.38,48.94,Not Placed
4,68,7,10,6,52.63,68.89,Not Placed
3,60,6,10,2,38.36,57.44,Not Placed
6,48,5,8,0,35.0,48.0,Not Placed
4,42,7,10,6,52.37,60.67,Not Placed
2,62,5,10,7,37.23,60.18,Not Placed
6,43,8,9,2,58.22,64.11,Not Placed
4,47,6,3,1,43.47,51.77,Not Placed
3,41,4,5,7,35.58,53.13,Not Placed
5,83,7,7,0,61.91,69.79,Not Placed
6,67,5,10,3,57.22,64.61,Not Placed
1,41,5,9,10,78.54,55.72,Not Placed
6,54,5,8,5,50.6,60.79,Not Placed
1,71,7,10,2,63.56,43.88,Not Placed
2,75,7,6,4,36.12,43.82,Not Placed
2,42,4,4,10,86.91,70.0,Not Placed
2,93,4,4,2,44.34,66.57,Not Placed
2,70,4,2,7,58.53,60.25,Not Placed
4,40,8,3,5,62.37,57.45,Not Placed
1,48,4,6,0,62.15,38.64,Not Placed
1,58,6,8,8,50.99,66.11,Not Placed
1,61,5,4,0,64.7,42.51,Not Placed
2,50,8,9,4,65.69,61.77,Not Placed
1,97,5,5,8,37.71,61.62,Not Placed
1,50,6,8,10,38.96,66.45,Not Placed
5,41,6,10,8,62.83,65.65,Not Placed
2,78,9,10,5,45.41,60.84,Not Placed
4,87,5,4,4,35.73,68.58,Not Placed
5,60,7,10,4,81.42,61.54,Not Placed
2,91,9,7,9,37.43,67.85,Not Placed
3,88,7,3,2,38.17,56.08,Not Placed
1,56,8,6,9,35.0,44.12,Not Placed
4,65,6,8,5,46.2,63.2,Not Placed
5,77,9,7,0,72.03,68.37,Not Placed
6,82,4,10,3,80.78,70.0,Not Placed
2,61,5,7,1,79.02,57.44,Not Placed
2,48,5,9,1,57.16,61.12,Not Placed
5,74,4,9,1,61.62,62.95,Not Placed
1,42,9,10,1,42.65,43.68,Not Placed
2,75,6,8,10,38.36,69.52,Not Placed
5,57,9,9,2,74.16,66.79,Not Placed
1,83,7,1,6,35.0,62.91,Not Placed
4,62,4,5,10,45.93,65.13,Not Placed
3,54,8,2,10,40.97,68.57,Not Placed
1,79,8,2,10,55.49,59.88,Not Placed
4,74,5,6,2,87.93,66.7,Not Placed
1,87,4,10,1,77.9,36.04,Not Placed
8,41,5,9,1,41.35,50.41,Not Placed
6,57,4,8,6,59.59,57.75,Not Placed
6,90,5,10,0,46.14,58.55,Not Placed
1,41,7,10,10,48.22,68.05,Not Placed
3,40,7,2,0,49.49,54.89,Not Placed
10,53,5,2,5,48.77,63.18,Not Placed
3,64,6,8,0,63.99,58.32,Not Placed
3,84,5,8,7,53.57,68.98,Not Placed
1,51,4,3,2,59.4,51.19,Not Placed
6,72,6,10,1,45.07,63.78,Not Placed
5,90,5,1,0,49.94,69.0,Not Placed
2,68,7,10,2,89.0,56.84,Not Placed
9,85,7,8,0,40.03,63.23,Not Placed
2,61,5,10,5,92.31,64.43,Not Placed
3,83,5,8,8,53.26,68.04,Not Placed
3,62,7,4,3,52.27,41.12,Not Placed
3,66,4,7,0,43.61,41.63,Not Placed
6,69,4,10,4,82.55,60.61,Not Placed
1,89,5,10,6,37.55,52.85,Not Placed
4,60,5,3,10,35.28,69.35,Not Placed
2,86,7,3,0,54.38,63.93,Not Placed
1,85,5,10,10,69.33,57.66,Not Placed
1,51,4,5,10,59.08,53.6,Not Placed
2,78,4,10,7,61.65,59.68,Not Placed
7,41,9,10,2,66.5,61.08,Not Placed
4,68,5,5,5,42.03,59.57,Not Placed
4,63,4,1,4,39.14,65.13,Not Placed
5,62,7,10,3,79.52,61.34,Not Placed
2,49,6,5,7,65.18,60.95,Not Placed
2,59,5,2,8,48.83,60.83,Not Placed
1,58,9,9,1,94.3,55.33,Not Placed
4,86,5,4,4,37.28,69.19,Not Placed
2,85,4,4,0,60.87,60.98,Not Placed
3,98,6,10,0,50.36,64.99,Not Placed
1,53,4,3,1,50.34,38.35,Not Placed
5,81,6,7,1,40.06,64.67,Not Placed
9,65,6,5,2,61.67,63.17,Not Placed
1,53,5,8,9,77.83,55.65,Not Placed
2,96,4,5,0,45.22,49.74,Not Placed
1,75,5,3,4,87.99,61.55,Not Placed
7,83,4,8,3,57.39,64.51,Not Placed
5,66,7,4,1,50.66,40.08,Not Placed
3,43,6,5,10,51.7,68.95,Not Placed
5,54,5,6,2,42.38,65.55,Not Placed
1,50,4,9,8,84.25,64.65,Not Placed
1,56,5,7,9,37.66,45.75,Not Placed
3,57,6,4,6,42.02,63.46,Not Placed
5,43,6,10,8,63.88,64.61,Not Placed
6,51,5,5,10,43.93,67.37,Not Placed
4,69,4,7,4,70.73,58.85,Not Placed
4,69,4,10,0,42.91,61.37,Not Placed
1,44,4,2,3,71.43,58.79,Not Placed
1,76,5,10,0,49.66,42.56,Not Placed
1,63,7,10,10,69.27,69.49,Not Placed
2,41,5,8,10,57.32,43.96,Not Placed
1,79,7,5,3,68.02,59.37,Not Placed
4,44,6,4,0,82.5,60.65,Not Placed
5,41,5,6,10,47.34,59.07,Not Placed
6,43,4,10,3,83.33,69.01,Not Placed
3,46,6,1,10,46.11,65.14,Not Placed
5,61,7,1,7,56.91,61.31,Not Placed
1,95,4,10,2,85.08,61.53,Not Placed
3,54,7,1,5,38.8,43.09,Not Placed
2,53,5,3,1,44.3,43.67,Not Placed
7,45,4,4,10,37.93,66.61,Not Placed
